person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
29,60000,3,2.0,3,A,14000,7.51,0,0.23,0,8
33,99300,0,11.0,3,A,7500,5.79,0,0.08,0,7
29,99400,0,3.0,5,A,6000,6.92,0,0.06,0,7
28,99518,0,10.0,0,A,6500,5.99,0,0.07,0,6
32,99600,0,6.0,1,B,5000,11.86,0,0.05,0,8
29,99780,0,14.0,2,B,6000,11.14,0,0.06,0,8
35,99800,0,9.0,4,A,8000,7.14,0,0.08,0,9
28,99996,0,6.0,5,A,10000,5.42,0,0.1,0,8
30,74797,0,14.0,3,E,4800,18.79,1,0.05,1,7
33,99996,0,14.0,4,B,6000,11.11,0,0.06,0,7
31,74797,0,1.0,3,D,10000,15.58,1,0.11,1,6
32,99996,0,16.0,2,A,7000,7.14,0,0.07,0,9
34,99996,0,18.0,4,A,9800,7.14,0,0.1,0,8
29,74797,0,2.0,3,D,15000,15.33,1,0.17,1,10
28,62400,3,2.0,5,B,14000,10.99,0,0.22,0,10
27,99996,0,0.0,5,C,3000,12.84,0,0.03,0,10
27,56500,3,2.0,2,D,14000,13.87,1,0.25,0,8
32,63000,3,11.0,1,A,14000,6.91,0,0.22,0,5
27,88000,0,11.0,2,A,5000,8.9,1,0.06,0,9
29,100000,0,2.0,4,C,5000,15.96,0,0.05,0,8
30,100000,0,2.0,1,D,10000,16.77,0,0.1,1,10
28,100000,2,13.0,5,C,2000,14.27,0,0.02,1,5
30,100000,0,0.0,4,D,30000,16.77,0,0.3,1,6
27,66000,3,2.0,5,C,14000,12.99,0,0.21,1,8
30,66996,3,0.0,1,C,14000,12.84,0,0.21,0,8
29,68000,3,9.0,5,C,14000,12.61,0,0.21,1,8
28,31200,2,0.0,1,A,4350,5.99,0,0.14,0,5
31,69000,3,2.0,4,A,14000,6.03,0,0.2,0,10
27,100000,0,11.0,0,A,7600,6.03,0,0.08,0,9
27,100000,0,1.0,2,A,12000,6.03,0,0.12,0,6
30,100000,0,9.0,3,A,12000,8.9,0,0.12,0,10
31,100000,0,5.0,1,B,5000,12.69,0,0.05,0,7
35,100000,0,14.0,5,A,10000,6.62,0,0.1,0,8
33,100000,0,16.0,3,B,15000,11.71,0,0.15,0,9
28,100000,0,4.0,0,A,7000,8.9,0,0.07,0,10
35,100000,0,19.0,3,B,9000,10.99,0,0.09,0,8
35,73000,3,9.0,5,D,14000,14.59,0,0.19,1,8
35,100000,0,9.0,1,B,6000,9.99,0,0.06,0,7
27,31200,2,2.0,2,C,6000,14.35,0,0.19,0,7
28,100000,0,2.0,1,A,4000,7.49,0,0.04,0,8
31,100000,0,6.0,3,B,6000,10.99,0,0.06,0,6
34,75000,3,4.0,0,B,14000,12.69,0,0.19,0,7
31,100000,0,11.0,2,A,8000,6.99,0,0.08,0,7
28,100000,0,0.0,5,C,18000,13.99,0,0.18,1,6
29,100000,0,0.0,1,C,12025,13.49,0,0.12,0,9
31,100000,0,15.0,4,A,19000,8.49,0,0.19,0,9
31,100000,0,1.0,5,A,12000,5.42,0,0.12,0,7
30,100000,0,11.0,5,D,16000,16.49,0,0.16,1,9
31,100000,0,2.0,3,A,5000,5.42,0,0.05,0,8
27,75000,3,2.0,5,A,14000,9.63,0,0.19,0,7
29,100000,0,1.0,4,C,10000,14.79,0,0.1,0,6
32,76254,3,3.0,2,B,14000,10.38,0,0.18,0,5
32,88000,0,13.0,0,C,17600,13.49,1,0.2,1,10
34,100000,0,7.0,1,A,12000,7.49,0,0.12,0,6
31,100000,0,5.0,2,B,15000,10.59,0,0.15,0,10
29,100000,0,5.0,4,A,10000,7.49,0,0.1,0,6
31,76500,3,1.0,1,B,14000,11.49,0,0.18,0,10
28,100000,0,12.0,0,B,12000,10.99,0,0.12,0,8
31,78000,3,1.0,0,A,14000,9.63,0,0.18,0,9
34,80000,3,6.0,1,C,14000,14.27,0,0.17,1,7
27,100000,2,5.0,5,A,6000,7.66,0,0.06,0,5
33,100000,0,3.0,4,B,15000,10.0,0,0.15,0,7
30,100000,0,11.0,1,A,12800,6.92,0,0.13,0,8
32,80000,3,4.0,2,A,14000,5.42,0,0.17,0,9
35,100000,0,19.0,5,B,1800,9.63,0,0.02,0,8
28,80000,3,8.0,5,D,14000,14.91,0,0.17,0,5
33,100000,0,8.0,0,A,6400,7.29,0,0.06,0,9
30,100000,2,0.0,1,A,8000,7.29,0,0.08,0,8
32,100000,0,17.0,3,A,4500,5.42,0,0.04,0,10
32,100000,0,4.0,5,A,9500,5.79,0,0.1,0,8
27,31000,2,4.0,3,C,12000,12.73,0,0.39,1,6
27,100000,0,1.0,0,C,16000,13.43,0,0.16,0,5
29,100000,2,13.0,2,A,10000,6.92,0,0.1,0,7
31,100000,0,10.0,3,A,9950,5.42,0,0.1,0,7
30,84000,3,4.0,3,B,14000,12.42,0,0.17,0,6
28,31000,2,0.0,2,A,1000,7.4,0,0.03,0,8
31,31000,2,0.0,4,A,12500,8.94,0,0.4,0,8
28,100000,2,7.0,2,C,20000,12.68,0,0.2,1,6
28,85000,3,6.0,4,C,14000,14.65,0,0.16,1,9
29,85000,3,3.0,0,A,14000,5.42,0,0.16,0,5
27,100000,0,11.0,4,F,9000,18.25,0,0.09,1,6
30,85332,3,3.0,5,C,14000,14.22,0,0.16,0,7
33,31000,2,0.0,5,A,2500,8.38,0,0.08,0,9
27,100000,0,2.0,3,A,16000,6.54,0,0.16,0,5
35,31000,2,0.0,3,C,4275,10.28,0,0.14,0,7
27,100000,0,0.0,4,A,6575,5.79,0,0.07,0,6
31,100000,0,6.0,2,C,13000,12.61,0,0.13,0,7
29,100000,0,3.0,0,A,4800,5.79,0,0.05,0,9
35,93000,3,12.0,5,C,14000,13.16,0,0.15,0,6
30,100000,0,13.0,4,A,10000,6.17,0,0.1,0,9
29,100000,0,13.0,3,A,20000,6.54,0,0.2,0,5
27,100000,0,1.0,2,A,20000,6.17,0,0.2,0,7
34,100000,0,8.0,2,A,15000,6.17,0,0.15,0,10
28,100000,0,12.0,4,A,10000,5.42,0,0.1,0,8
29,100000,0,1.0,0,A,12000,6.91,0,0.12,0,10
28,100000,0,3.0,3,C,8000,13.98,0,0.08,1,6
28,100000,2,5.0,5,C,11000,13.61,0,0.11,1,8
30,100000,0,14.0,1,A,13000,7.88,0,0.13,0,9
27,100000,3,7.0,3,B,14000,10.62,0,0.14,0,8
33,103560,3,5.0,1,E,14000,17.56,0,0.14,0,5
30,105000,3,3.0,0,B,14000,11.49,0,0.13,0,6
29,100000,0,9.0,5,C,25000,13.23,0,0.25,1,8
27,100000,0,4.0,1,F,20500,18.67,0,0.2,0,7
33,100000,0,12.0,5,B,8000,11.86,0,0.08,0,7
29,100000,0,3.0,4,D,13000,15.33,0,0.13,0,6
32,100000,0,4.0,4,A,6000,7.14,0,0.06,0,10
33,88000,0,17.0,0,C,20000,13.48,1,0.23,1,10
31,100000,0,5.0,0,A,11000,7.51,0,0.11,0,5
29,88000,0,6.0,0,E,16000,16.45,1,0.18,0,8
30,110400,3,1.0,5,D,14000,16.89,1,0.13,0,6
29,125000,3,2.0,0,A,14000,9.63,0,0.11,0,6
33,100000,0,0.0,0,B,24000,10.25,0,0.24,0,6
28,100000,0,13.0,2,A,12000,7.88,0,0.12,0,8
29,100000,0,8.0,2,B,7000,9.88,0,0.07,0,10
30,100000,0,7.0,4,A,1000,6.76,0,0.01,0,6
31,100000,0,0.0,5,C,20000,13.48,0,0.2,1,6
28,100000,0,13.0,5,A,13000,8.59,0,0.13,0,5
28,100000,2,7.0,3,C,18000,13.92,0,0.18,1,9
35,138000,3,2.0,4,A,14000,7.9,1,0.1,0,8
33,100000,2,3.0,3,B,25000,12.18,0,0.25,0,10
30,100000,0,14.0,3,B,15000,11.14,0,0.15,0,9
29,100000,2,0.0,5,B,15800,11.14,0,0.16,0,6
28,100000,0,6.0,3,B,24000,11.48,0,0.24,0,9
29,100000,0,4.0,5,C,20000,13.57,0,0.2,1,9
35,100000,2,9.0,5,A,10000,8.59,0,0.1,0,7
28,100000,0,3.0,5,B,5300,11.14,0,0.05,0,5
32,48000,3,3.0,1,C,14100,13.49,0,0.29,0,5
28,100000,0,4.0,5,B,20000,11.48,0,0.2,0,5
30,83203,3,6.0,3,A,14100,6.03,0,0.17,0,8
35,30000,3,4.0,3,C,14125,12.99,1,0.47,1,10
29,100000,0,2.0,2,D,20000,14.61,0,0.2,1,10
28,30000,3,0.0,0,D,14125,14.74,1,0.47,0,10
27,31897,3,8.0,3,C,14125,12.68,1,0.44,0,10
28,100000,0,3.0,1,C,10000,12.84,0,0.1,1,5
31,100000,0,0.0,2,A,15000,9.63,0,0.15,0,7
35,88000,0,4.0,4,D,10000,14.11,1,0.11,1,6
33,34800,3,17.0,2,B,14125,10.37,1,0.41,0,8
30,36500,3,5.0,1,A,14125,8.9,1,0.39,0,7
27,100000,0,2.0,3,A,2000,8.0,0,0.02,0,5
28,100000,0,2.0,4,A,13500,9.38,0,0.14,0,9
27,100000,0,2.0,3,C,10000,12.09,0,0.1,1,9
27,39000,3,5.0,1,A,14125,8.49,1,0.36,0,5
30,100000,0,5.0,4,C,7500,11.59,0,0.07,1,6
31,100000,0,8.0,5,B,7000,10.08,0,0.07,0,10
33,100000,0,1.0,2,B,25000,10.39,0,0.25,0,8
29,40000,3,3.0,3,B,14150,12.69,1,0.35,0,7
35,100000,0,13.0,1,F,12000,15.76,0,0.12,0,6
34,30000,2,3.0,2,C,8875,14.27,0,0.3,1,8
29,100000,0,7.0,3,C,15000,12.04,0,0.15,0,5
27,100000,0,10.0,3,B,12000,9.96,0,0.12,0,10
27,100000,0,0.0,2,A,5000,8.07,0,0.05,0,10
33,88296,0,0.0,0,E,15000,15.88,1,0.17,0,8
32,30000,3,5.0,1,C,14300,13.49,1,0.48,0,8
27,30000,3,0.0,3,B,14300,10.39,1,0.48,0,6
27,100500,0,11.0,1,C,15000,14.65,0,0.15,0,6
30,31800,3,2.0,5,B,14400,10.75,1,0.45,0,7
35,100596,0,2.0,4,B,25000,10.59,0,0.25,0,8
30,100800,0,5.0,5,B,22000,12.42,0,0.22,0,7
29,36000,3,0.0,3,B,14400,10.62,1,0.4,0,6
35,100843,0,6.0,3,C,2800,12.87,0,0.03,0,5
27,88970,0,5.0,0,B,20000,11.99,1,0.22,0,6
28,101000,0,4.0,1,B,5000,9.91,0,0.05,0,5
32,101000,0,12.0,0,B,8000,11.49,0,0.08,0,5
32,101000,0,5.0,1,C,3375,14.79,0,0.03,0,8
33,101000,0,8.0,2,A,5000,7.49,0,0.05,0,7
31,101000,0,5.0,1,A,18000,8.49,0,0.18,0,6
31,38000,3,15.0,5,A,14400,8.94,1,0.38,0,7
29,101000,2,6.0,2,B,12000,12.18,0,0.12,0,8
30,43000,3,2.0,0,A,14400,6.99,1,0.33,0,10
32,30000,2,10.0,2,A,17875,6.99,0,0.6,0,5
28,101000,0,8.0,3,A,15000,8.94,0,0.15,0,9
31,101000,0,6.0,4,A,12000,9.63,0,0.12,0,7
28,101000,0,7.0,4,A,6000,8.32,0,0.06,0,9
27,101004,0,2.0,3,A,11025,7.9,0,0.11,0,5
29,30000,2,0.0,5,A,4000,7.49,0,0.13,0,5
27,75905,2,0.0,3,F,18000,17.26,1,0.2,0,8
35,101400,0,11.0,2,A,4500,9.32,0,0.04,0,5
31,101416,0,9.0,2,C,15000,12.87,0,0.15,1,8
29,44500,3,3.0,5,C,14400,13.61,1,0.32,1,10
29,45000,3,14.0,4,A,14400,7.29,1,0.32,0,9
30,90000,0,7.0,0,A,4800,8.9,1,0.05,0,5
30,102000,0,8.0,2,D,15000,15.62,0,0.15,1,8
33,102000,0,6.0,1,C,8700,12.99,0,0.09,1,9
27,102000,0,1.0,4,B,16000,11.99,0,0.16,0,5
28,102000,0,0.0,4,A,10000,5.99,0,0.1,0,10
27,102000,0,9.0,4,A,6000,7.49,0,0.06,0,9
33,58000,3,0.0,5,B,14400,9.91,0,0.25,0,5
30,102000,0,4.0,1,A,12250,7.66,0,0.12,0,8
31,102000,0,5.0,1,A,4000,7.88,0,0.04,0,10
29,102000,0,13.0,3,A,6000,7.88,0,0.06,0,9
28,65000,3,7.0,3,B,14400,11.14,0,0.22,0,5
28,102000,0,2.0,5,B,10000,12.18,0,0.1,0,7
34,68000,3,5.0,2,A,14400,8.59,0,0.21,0,5
27,102000,0,2.0,0,B,7200,11.26,0,0.07,0,8
27,102000,0,1.0,2,C,15000,12.84,0,0.15,0,7
27,102000,0,6.0,5,A,10000,9.63,0,0.1,0,9
29,102000,2,10.0,3,B,18000,9.33,0,0.18,0,7
28,102058,0,13.0,1,C,15000,13.92,0,0.15,1,8
33,102368,0,6.0,2,B,11000,11.14,0,0.11,0,8
28,73500,3,0.0,2,C,14400,12.98,0,0.2,1,6
27,102400,0,2.0,1,D,25000,15.57,0,0.24,0,10
30,102489,0,14.0,4,B,25000,12.18,0,0.24,0,7
27,102500,0,3.0,2,B,8000,10.59,0,0.08,0,6
27,102500,0,0.0,0,B,9000,11.49,0,0.09,0,6
28,102500,0,12.0,3,A,6000,5.79,0,0.06,0,8
30,102540,0,6.0,2,A,1500,7.9,0,0.01,0,5
27,75000,3,1.0,1,B,14400,11.36,0,0.19,0,7
31,103000,0,8.0,0,B,14000,9.91,0,0.14,0,7
33,103000,0,5.0,1,A,24000,7.49,0,0.23,0,10
32,103000,0,3.0,3,A,6000,7.49,0,0.06,0,8
30,103000,0,14.0,4,A,6400,7.49,0,0.06,0,9
28,103000,0,2.0,1,A,5000,5.42,0,0.05,0,5
34,103000,0,5.0,5,A,3525,5.42,0,0.03,0,8
29,103000,0,13.0,3,A,4500,7.29,0,0.04,0,6
27,103000,0,8.0,3,A,8800,7.29,0,0.09,0,8
28,103000,0,4.0,5,A,10000,7.51,0,0.1,0,10
30,79820,3,4.0,1,C,14400,13.49,0,0.18,0,6
34,103000,0,5.0,5,B,16000,10.62,0,0.16,0,7
28,103200,0,7.0,1,B,9000,9.88,0,0.09,0,6
27,85000,3,4.0,5,A,14400,8.49,0,0.17,0,10
30,103500,0,14.0,5,D,24150,14.61,0,0.23,0,9
28,85000,3,1.0,1,A,14400,9.07,0,0.17,0,8
28,103992,0,3.0,4,B,18000,10.99,0,0.17,0,7
27,104000,0,11.0,4,B,10000,10.65,0,0.1,0,9
29,104000,0,7.0,0,A,35000,7.49,0,0.34,0,8
27,104000,2,4.0,1,E,35000,17.99,0,0.34,1,6
29,104000,0,6.0,2,A,18000,7.66,0,0.17,0,7
33,104000,0,15.0,3,B,3500,10.74,0,0.03,0,6
29,30000,2,0.0,4,A,10000,6.17,0,0.33,0,5
32,100000,3,7.0,1,C,14400,13.35,0,0.14,1,7
28,100000,3,10.0,2,C,14400,13.85,0,0.14,0,9
28,92000,0,8.0,4,C,7750,14.22,1,0.08,0,6
32,28800,3,4.0,4,E,14500,16.7,1,0.5,0,10
32,104000,0,12.0,5,E,17000,14.82,0,0.16,1,7
27,104525,0,11.0,2,A,6000,7.4,0,0.06,0,8
30,105000,0,8.0,0,A,26000,7.51,0,0.25,0,10
34,31000,3,5.0,3,A,14500,7.88,1,0.47,0,10
32,105000,0,17.0,3,C,5000,14.65,0,0.05,0,9
33,105000,0,4.0,2,B,26375,9.91,0,0.25,0,9
29,105000,0,4.0,5,A,12000,6.62,0,0.11,0,7
35,32000,3,4.0,3,A,14500,6.17,1,0.45,0,9
27,35000,3,4.0,0,C,14500,13.98,1,0.41,1,8
30,105000,0,6.0,1,A,10000,5.99,0,0.1,0,8
34,105000,0,14.0,5,A,12000,6.99,0,0.11,0,5
28,30000,3,1.0,3,B,14500,11.14,1,0.48,0,8
30,40581,3,14.0,5,C,14500,13.23,1,0.36,0,10
32,105000,0,5.0,1,A,12100,5.99,0,0.12,0,6
27,105000,0,7.0,1,A,11000,7.49,0,0.1,0,5
35,105000,0,18.0,4,B,3000,10.37,0,0.03,0,7
32,79050,0,10.0,3,F,24000,18.62,1,0.26,1,8
34,105000,0,2.0,2,A,5000,5.42,0,0.05,0,7
28,105000,0,8.0,5,B,12000,9.63,0,0.11,0,10
27,105000,0,3.0,1,C,25000,12.23,0,0.24,0,5
29,105000,0,3.0,5,A,20000,6.91,0,0.19,0,8
31,30000,2,2.0,2,B,2950,10.75,0,0.1,0,7
27,105000,0,9.0,4,A,24000,6.17,0,0.23,0,6
32,105000,0,11.0,3,A,20000,6.54,0,0.19,0,9
27,30000,2,6.0,1,D,1800,14.84,0,0.06,1,5
33,79050,0,17.0,3,D,12750,15.95,1,0.14,0,10
34,105000,0,2.0,3,A,10000,7.51,0,0.1,0,7
30,105000,0,0.0,5,C,6000,14.72,0,0.06,1,10
28,105000,0,1.0,3,B,25000,11.12,0,0.24,0,9
29,105000,0,13.0,2,A,12000,7.88,0,0.11,0,7
31,30000,2,6.0,5,B,2500,11.36,0,0.08,0,9
29,105000,0,13.0,0,B,17000,10.25,0,0.16,0,10
27,76000,3,2.0,3,C,14500,12.73,0,0.19,0,10
30,105000,2,14.0,2,B,15400,11.36,0,0.15,0,10
30,105000,0,12.0,1,A,12000,7.88,0,0.11,0,6
30,105000,0,14.0,2,B,13000,10.25,0,0.12,0,9
30,105000,0,5.0,1,B,20000,11.83,0,0.19,0,5
33,90000,3,8.0,0,C,14500,14.65,0,0.16,0,9
33,105000,0,12.0,2,A,7000,7.74,0,0.07,0,10
30,30000,2,4.0,4,D,8000,15.7,0,0.27,1,10
27,105000,0,5.0,1,B,20000,11.48,0,0.19,0,6
31,30000,2,2.0,5,A,10000,7.88,0,0.33,0,5
29,105000,0,13.0,4,C,5000,12.53,0,0.05,0,9
28,105000,0,0.0,5,B,19000,12.21,0,0.18,0,6
29,105000,0,11.0,2,D,15000,14.42,0,0.14,1,5
33,105000,0,6.0,4,C,5150,12.41,0,0.05,1,9
27,105600,0,0.0,0,A,10000,7.29,0,0.09,0,6
31,93900,0,13.0,5,F,24000,16.08,1,0.26,1,6
28,28800,3,1.0,1,C,15000,14.65,1,0.52,1,8
27,106000,0,11.0,2,B,4000,11.71,0,0.04,0,6
35,106000,0,8.0,0,C,15000,15.96,0,0.14,0,8
33,106000,0,2.0,1,A,6000,8.49,0,0.06,0,8
34,106000,0,6.0,2,A,7200,7.29,0,0.07,0,8
32,106000,0,12.0,2,A,12000,5.79,0,0.11,0,8
31,106000,0,15.0,2,B,2400,9.63,0,0.02,0,6
27,106000,0,5.0,2,C,24000,13.8,0,0.23,0,10
28,28896,3,6.0,4,C,15000,13.48,1,0.52,1,8
31,106000,0,5.0,0,A,15000,7.88,0,0.14,0,7
31,30000,3,1.0,2,B,15000,10.0,1,0.5,0,6
34,106000,0,3.0,3,A,9000,7.88,0,0.08,0,6
31,106000,0,3.0,3,B,6000,10.99,0,0.06,0,7
27,106000,2,3.0,4,D,16000,14.96,0,0.15,1,9
28,31200,3,5.0,3,B,15000,11.83,1,0.48,0,9
28,106358,0,5.0,1,A,13125,7.66,0,0.12,0,7
31,30000,2,0.0,2,C,5000,12.53,0,0.17,1,6
35,106369,0,2.0,3,A,8325,6.99,0,0.08,0,10
29,106369,0,14.0,0,A,18000,6.17,0,0.17,0,9
30,32000,3,1.0,0,B,15000,12.42,1,0.47,0,5
27,107000,0,11.0,5,B,35000,9.63,0,0.33,0,7
29,107000,0,3.0,4,B,25000,10.99,0,0.23,0,5
27,32960,3,3.0,4,A,15000,6.91,1,0.46,0,5
27,107000,0,2.0,1,A,10800,9.63,0,0.1,0,5
30,107000,0,0.0,0,C,2500,10.78,0,0.02,1,6
27,107000,0,4.0,1,A,11500,8.38,0,0.11,0,10
32,107004,0,6.0,5,B,4200,11.71,0,0.04,0,8
30,107004,0,3.0,5,C,12000,13.79,0,0.11,1,10
29,33600,3,7.0,5,B,2000,11.71,0,0.06,0,9
28,107364,0,12.0,2,A,8000,6.76,0,0.07,0,9
32,107400,2,2.0,3,D,25000,15.21,0,0.23,0,10
32,107800,2,3.0,1,C,5200,14.65,0,0.05,1,8
29,34000,3,13.0,3,C,2000,14.72,0,0.06,1,7
32,108000,0,5.0,5,B,12000,11.49,0,0.11,0,10
28,108000,0,6.0,1,B,27400,10.99,0,0.25,0,7
29,35000,3,2.0,0,B,2000,9.63,0,0.06,0,8
30,108000,0,14.0,2,B,5000,10.99,0,0.05,0,5
33,108000,0,17.0,2,B,11500,9.99,0,0.11,0,7
27,96000,0,3.0,5,C,3000,14.17,1,0.03,1,9
27,35040,3,11.0,3,B,2000,10.99,0,0.06,0,10
28,108000,0,4.0,0,B,10000,10.74,0,0.09,0,6
27,108000,0,3.0,2,A,13750,5.79,0,0.13,0,5
27,108000,0,6.0,3,A,10000,6.54,0,0.09,0,8
33,108000,0,17.0,4,C,7200,14.35,0,0.07,1,6
29,108000,0,13.0,0,A,3500,6.76,0,0.03,0,5
27,36000,3,2.0,3,B,2000,11.99,0,0.06,0,8
28,108000,0,4.0,2,C,5000,12.87,0,0.05,1,9
35,37000,3,2.0,0,B,2000,11.26,0,0.05,0,10
32,108000,0,11.0,5,C,20000,12.53,0,0.19,1,10
29,108000,0,9.0,2,A,11400,9.32,0,0.11,0,5
29,38000,3,3.0,3,C,2000,12.87,0,0.05,1,9
33,96000,0,11.0,0,D,15000,14.62,1,0.16,1,10
29,108000,0,0.0,2,C,20000,10.59,0,0.19,1,7
28,108041,0,6.0,1,C,5600,13.98,0,0.05,1,7
32,108202,0,6.0,3,C,9600,13.79,0,0.09,1,6
35,108717,0,9.0,0,A,16000,6.99,0,0.15,0,5
27,108928,0,9.0,1,A,17600,7.88,0,0.16,0,8
27,39000,3,4.0,1,D,2000,16.07,0,0.05,0,7
27,109000,0,7.0,1,A,3950,6.03,0,0.04,0,7
34,109000,2,14.0,2,C,15000,13.61,0,0.14,1,7
33,109000,0,4.0,4,C,18400,12.41,0,0.17,1,8
29,82450,0,11.0,3,E,7500,14.5,1,0.08,0,9
27,97000,0,4.0,4,C,8275,10.59,1,0.09,1,5
34,109200,0,18.0,5,C,6000,12.23,0,0.05,1,9
28,109200,0,12.0,4,B,8000,11.12,0,0.07,0,6
32,109488,0,16.0,2,C,12000,12.09,0,0.11,0,8
32,29000,2,0.0,4,A,2000,8.49,0,0.07,0,8
34,109800,0,12.0,0,B,10000,10.99,0,0.09,0,8
27,39600,3,4.0,0,A,2000,7.9,0,0.05,0,6
27,110000,0,11.0,2,A,3600,6.03,0,0.03,0,5
29,110000,0,6.0,3,B,5000,9.91,0,0.05,0,9
35,110000,0,7.0,0,B,9000,11.71,0,0.08,0,9
27,110000,0,0.0,1,A,16000,7.9,0,0.15,0,7
27,33600,3,11.0,0,A,15000,5.79,1,0.45,0,8
28,110000,0,12.0,3,A,6000,6.03,0,0.05,0,5
28,110000,0,0.0,2,B,6000,10.65,0,0.05,0,8
27,40800,3,3.0,5,A,2000,7.49,0,0.05,0,9
27,41000,3,2.0,0,C,2000,15.27,0,0.05,1,7
33,42000,3,0.0,0,C,2000,14.65,0,0.05,0,10
28,110000,0,12.0,5,A,17000,6.03,0,0.15,0,7
30,110000,0,14.0,5,B,10000,10.65,0,0.09,0,8
35,110000,0,7.0,1,A,10200,5.42,0,0.09,0,6
28,42000,3,3.0,0,B,2000,11.49,0,0.05,0,5
32,110000,0,5.0,1,B,10000,10.99,0,0.09,0,9
30,98000,0,14.0,1,B,9000,11.49,1,0.09,0,5
30,98000,0,6.0,2,B,35000,10.59,1,0.36,0,8
30,110000,0,8.0,3,A,4800,5.99,0,0.04,0,5
30,98000,0,3.0,0,D,5200,16.49,1,0.05,0,6
31,110000,0,4.0,0,B,6000,11.99,0,0.05,0,7
29,98000,0,2.0,2,B,7925,10.59,1,0.08,0,9
33,110000,0,10.0,3,A,18000,6.99,0,0.16,0,9
30,44000,3,0.0,3,A,2000,7.29,0,0.05,0,8
30,110000,0,0.0,4,B,12000,10.74,0,0.11,0,8
34,110000,0,2.0,3,A,10000,7.29,0,0.09,0,10
27,110000,0,8.0,5,B,30000,11.11,0,0.27,0,6
32,110000,0,2.0,5,B,5600,10.74,0,0.05,0,7
27,28800,2,0.0,2,A,13000,6.92,0,0.45,0,10
32,110000,0,16.0,2,A,6700,6.92,0,0.06,0,7
30,110000,0,0.0,3,A,6000,6.92,0,0.05,0,8
28,110000,2,1.0,2,E,5000,17.51,0,0.05,0,10
27,110000,0,0.0,3,B,10000,10.37,0,0.09,0,9
28,110000,0,3.0,5,A,11000,5.79,0,0.1,0,7
28,110000,0,12.0,5,B,15000,10.0,0,0.14,0,10
29,110000,0,11.0,5,B,12000,10.37,0,0.11,0,10
30,110000,0,4.0,3,B,12000,10.74,0,0.11,0,8
30,110000,0,14.0,0,B,25000,10.36,0,0.23,0,8
30,46080,3,0.0,4,A,2000,6.99,0,0.04,0,8
28,110000,0,8.0,2,A,15000,6.54,0,0.14,0,6
33,46800,3,9.0,3,C,2000,14.65,0,0.04,0,6
32,110000,0,3.0,3,A,9200,5.79,0,0.08,0,10
29,47340,3,5.0,0,B,2000,9.99,0,0.04,0,6
33,110000,0,2.0,3,A,5000,7.51,0,0.05,0,7
27,110000,2,0.0,5,D,25000,16.32,0,0.23,1,7
30,110000,0,5.0,5,B,25000,11.12,0,0.23,0,9
28,110000,0,12.0,2,B,3500,11.49,0,0.03,0,10
31,48000,3,11.0,3,B,2000,10.65,0,0.04,0,6
32,42000,3,0.0,1,D,2000,15.62,1,0.05,0,6
29,110000,0,1.0,1,E,12800,16.82,0,0.12,0,6
28,110000,0,7.0,2,B,10750,11.86,0,0.1,0,9
30,110000,0,15.0,4,C,12000,13.61,0,0.11,0,10
28,110000,0,12.0,0,A,4800,7.51,0,0.04,0,9
28,42000,3,4.0,0,D,2000,14.96,1,0.05,1,6
28,48000,3,9.0,1,A,2000,7.68,0,0.04,0,7
29,110000,0,0.0,1,A,8500,7.51,0,0.08,0,10
27,83300,0,3.0,3,D,12000,15.21,1,0.12,0,6
27,48192,3,12.0,0,A,2000,7.66,0,0.04,0,9
27,50000,3,0.0,5,B,2000,10.99,0,0.04,0,5
30,50000,3,2.0,5,C,2000,14.79,0,0.04,0,10
27,44000,3,2.0,3,B,2000,11.49,1,0.05,0,10
33,110000,0,7.0,3,B,23800,10.25,0,0.22,0,5
34,50000,3,5.0,2,B,2000,11.48,0,0.04,0,5
32,110000,0,0.0,5,B,23000,11.48,0,0.21,0,9
35,110000,0,3.0,2,A,10000,8.59,0,0.09,0,6
31,110000,0,0.0,2,C,5000,14.26,0,0.05,0,10
30,110000,2,14.0,5,C,12000,13.57,0,0.11,1,7
32,110000,2,16.0,1,B,9000,11.48,0,0.08,0,10
31,34000,3,9.0,5,B,15000,9.88,1,0.44,0,6
27,110000,0,3.0,3,A,4800,7.74,0,0.04,0,7
28,110000,0,1.0,1,A,12000,8.94,0,0.11,0,10
29,35000,3,1.0,5,A,15000,7.9,1,0.43,0,10
31,110000,0,5.0,5,D,5000,14.96,0,0.05,1,9
34,35000,3,2.0,4,B,15000,10.99,1,0.43,0,10
29,110000,0,0.0,5,A,15000,8.94,0,0.14,0,7
31,35000,3,4.0,3,C,15000,13.11,1,0.43,0,9
31,110000,0,2.0,3,A,6000,7.4,0,0.05,0,6
29,35000,3,4.0,0,C,15000,13.22,1,0.43,0,5
28,110000,0,0.0,5,E,15000,16.32,0,0.14,1,5
28,110000,0,12.0,4,A,5000,9.63,0,0.05,0,9
29,83300,0,5.0,3,E,5000,16.95,1,0.05,1,6
32,98000,0,16.0,0,B,15000,10.95,1,0.15,0,5
35,110000,0,4.0,3,C,4000,13.79,0,0.04,0,6
29,30000,3,1.0,0,E,15000,16.4,1,0.5,0,10
34,110000,0,15.0,1,B,6000,9.45,0,0.05,0,6
